,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,pres_raw_county_vote_totals_two_party
90078,2012.0,47105.0,G,PRES,Democratic President Re-election,5058.0,16707.0,21765.0
90079,2016.0,47105.0,G,PRES,Open Seat,4916.0,17588.0,22504.0
90080,2020.0,47105.0,G,PRES,Republican President Re-election,6948.0,21713.0,28661.0
90115,2004.0,47107.0,G,PRES,Republican President Re-election,5891.0,11980.0,17871.0
90116,2008.0,47107.0,G,PRES,Open Seat,5541.0,12989.0,18530.0
90117,2012.0,47107.0,G,PRES,Democratic President Re-election,4609.0,12967.0,17576.0
90118,2016.0,47107.0,G,PRES,Open Seat,3507.0,14673.0,18180.0
90119,2020.0,47107.0,G,PRES,Republican President Re-election,4361.0,18198.0,22559.0
90154,2004.0,47109.0,G,PRES,Republican President Re-election,4101.0,5787.0,9888.0
90155,2008.0,47109.0,G,PRES,Open Seat,3131.0,7135.0,10266.0
90156,2012.0,47109.0,G,PRES,Democratic President Re-election,2645.0,7015.0,9660.0
90157,2016.0,47109.0,G,PRES,Open Seat,1847.0,7839.0,9686.0
90158,2020.0,47109.0,G,PRES,Republican President Re-election,1943.0,9093.0,11036.0
90193,2004.0,47111.0,G,PRES,Republican President Re-election,2738.0,4670.0,7408.0
90194,2008.0,47111.0,G,PRES,Open Seat,2060.0,5145.0,7205.0
90195,2012.0,47111.0,G,PRES,Democratic President Re-election,1552.0,5260.0,6812.0
90196,2016.0,47111.0,G,PRES,Open Seat,1071.0,6260.0,7331.0
90197,2020.0,47111.0,G,PRES,Republican President Re-election,1307.0,8096.0,9403.0
90232,2004.0,47113.0,G,PRES,Republican President Re-election,16840.0,21679.0,38519.0
90233,2008.0,47113.0,G,PRES,Open Seat,20209.0,23290.0,43499.0
90234,2012.0,47113.0,G,PRES,Democratic President Re-election,18367.0,21993.0,40360.0
90235,2016.0,47113.0,G,PRES,Open Seat,15438.0,21321.0,36759.0
90236,2020.0,47113.0,G,PRES,Republican President Re-election,18390.0,23943.0,42333.0
90271,2004.0,47115.0,G,PRES,Republican President Re-election,5548.0,5862.0,11410.0
90272,2008.0,47115.0,G,PRES,Open Seat,4506.0,6746.0,11252.0
90273,2012.0,47115.0,G,PRES,Democratic President Re-election,3953.0,6272.0,10225.0
90274,2016.0,47115.0,G,PRES,Open Seat,2829.0,7680.0,10509.0
90275,2020.0,47115.0,G,PRES,Republican President Re-election,3177.0,9911.0,13088.0
90310,2004.0,47117.0,G,PRES,Republican President Re-election,4722.0,5825.0,10547.0
90311,2008.0,47117.0,G,PRES,Open Seat,4320.0,6755.0,11075.0
90312,2012.0,47117.0,G,PRES,Democratic President Re-election,3725.0,6832.0,10557.0
90313,2016.0,47117.0,G,PRES,Open Seat,2848.0,8167.0,11015.0
90314,2020.0,47117.0,G,PRES,Republican President Re-election,3605.0,11043.0,14648.0
90349,2004.0,47119.0,G,PRES,Republican President Re-election,12379.0,17505.0,29884.0
90350,2008.0,47119.0,G,PRES,Open Seat,13058.0,20288.0,33346.0
90351,2012.0,47119.0,G,PRES,Democratic President Re-election,11825.0,20708.0,32533.0
90352,2016.0,47119.0,G,PRES,Open Seat,10026.0,23781.0,33807.0
90353,2020.0,47119.0,G,PRES,Republican President Re-election,14418.0,31464.0,45882.0
90388,2004.0,47121.0,G,PRES,Republican President Re-election,1595.0,2500.0,4095.0
90389,2008.0,47121.0,G,PRES,Open Seat,1372.0,2797.0,4169.0
90390,2012.0,47121.0,G,PRES,Democratic President Re-election,1163.0,2734.0,3897.0
90391,2016.0,47121.0,G,PRES,Open Seat,856.0,3337.0,4193.0
90392,2020.0,47121.0,G,PRES,Republican President Re-election,1008.0,4467.0,5475.0
90427,2004.0,47123.0,G,PRES,Republican President Re-election,5354.0,10123.0,15477.0
90428,2008.0,47123.0,G,PRES,Open Seat,5053.0,11484.0,16537.0
90429,2012.0,47123.0,G,PRES,Democratic President Re-election,4372.0,11731.0,16103.0
90430,2016.0,47123.0,G,PRES,Open Seat,3184.0,13361.0,16545.0
90431,2020.0,47123.0,G,PRES,Republican President Re-election,3764.0,16783.0,20547.0
90466,2004.0,47125.0,G,PRES,Republican President Re-election,20070.0,28627.0,48697.0
90467,2008.0,47125.0,G,PRES,Open Seat,25716.0,30175.0,55891.0
90468,2012.0,47125.0,G,PRES,Democratic President Re-election,24499.0,30245.0,54744.0
90469,2016.0,47125.0,G,PRES,Open Seat,21686.0,32320.0,54006.0
90470,2020.0,47125.0,G,PRES,Republican President Re-election,32472.0,42187.0,74659.0
90501,2004.0,47127.0,G,PRES,Republican President Re-election,1084.0,1668.0,2752.0
90502,2008.0,47127.0,G,PRES,Open Seat,881.0,2010.0,2891.0
90503,2012.0,47127.0,G,PRES,Democratic President Re-election,705.0,2053.0,2758.0
90504,2016.0,47127.0,G,PRES,Open Seat,496.0,2325.0,2821.0
90505,2020.0,47127.0,G,PRES,Republican President Re-election,573.0,2888.0,3461.0
90540,2004.0,47129.0,G,PRES,Republican President Re-election,2924.0,4401.0,7325.0
90541,2008.0,47129.0,G,PRES,Open Seat,1969.0,4717.0,6686.0
90542,2012.0,47129.0,G,PRES,Democratic President Re-election,1725.0,4669.0,6394.0
90543,2016.0,47129.0,G,PRES,Open Seat,1054.0,5438.0,6492.0
90544,2020.0,47129.0,G,PRES,Republican President Re-election,1167.0,6930.0,8097.0
90579,2004.0,47131.0,G,PRES,Republican President Re-election,5549.0,7859.0,13408.0
90580,2008.0,47131.0,G,PRES,Open Seat,4308.0,8873.0,13181.0
90581,2012.0,47131.0,G,PRES,Democratic President Re-election,3321.0,8814.0,12135.0
90582,2016.0,47131.0,G,PRES,Open Seat,2425.0,9525.0,11950.0
90583,2020.0,47131.0,G,PRES,Republican President Re-election,2589.0,10790.0,13379.0
90618,2004.0,47133.0,G,PRES,Republican President Re-election,4518.0,3941.0,8459.0
90619,2008.0,47133.0,G,PRES,Open Seat,3419.0,4497.0,7916.0
90620,2012.0,47133.0,G,PRES,Democratic President Re-election,2805.0,4775.0,7580.0
90621,2016.0,47133.0,G,PRES,Open Seat,1943.0,6055.0,7998.0
90622,2020.0,47133.0,G,PRES,Republican President Re-election,2033.0,7918.0,9951.0
90657,2004.0,47135.0,G,PRES,Republican President Re-election,1579.0,1522.0,3101.0
90658,2008.0,47135.0,G,PRES,Open Seat,1329.0,1596.0,2925.0
90659,2012.0,47135.0,G,PRES,Democratic President Re-election,992.0,1578.0,2570.0
90660,2016.0,47135.0,G,PRES,Open Seat,597.0,2167.0,2764.0
90661,2020.0,47135.0,G,PRES,Republican President Re-election,615.0,2775.0,3390.0
90692,2004.0,47137.0,G,PRES,Republican President Re-election,1033.0,1600.0,2633.0
90693,2008.0,47137.0,G,PRES,Open Seat,854.0,1786.0,2640.0
90694,2012.0,47137.0,G,PRES,Democratic President Re-election,712.0,1712.0,2424.0
90695,2016.0,47137.0,G,PRES,Open Seat,536.0,2019.0,2555.0
90696,2020.0,47137.0,G,PRES,Republican President Re-election,525.0,2381.0,2906.0
90731,2004.0,47139.0,G,PRES,Republican President Re-election,2724.0,3924.0,6648.0
90732,2008.0,47139.0,G,PRES,Open Seat,2124.0,4267.0,6391.0
90733,2012.0,47139.0,G,PRES,Democratic President Re-election,1856.0,4108.0,5964.0
90734,2016.0,47139.0,G,PRES,Open Seat,1252.0,5097.0,6349.0
90735,2020.0,47139.0,G,PRES,Republican President Re-election,1492.0,6792.0,8284.0
90769,2004.0,47141.0,G,PRES,Republican President Re-election,10566.0,15637.0,26203.0
90770,2008.0,47141.0,G,PRES,Open Seat,9739.0,17101.0,26840.0
90771,2012.0,47141.0,G,PRES,Democratic President Re-election,7802.0,17254.0,25056.0
90772,2016.0,47141.0,G,PRES,Open Seat,6847.0,18981.0,25828.0
90773,2020.0,47141.0,G,PRES,Republican President Re-election,9185.0,23759.0,32944.0
90808,2004.0,47143.0,G,PRES,Republican President Re-election,3665.0,7301.0,10966.0
90809,2008.0,47143.0,G,PRES,Open Seat,2907.0,8042.0,10949.0
90810,2012.0,47143.0,G,PRES,Democratic President Re-election,2628.0,7802.0,10430.0
90811,2016.0,47143.0,G,PRES,Open Seat,1942.0,8650.0,10592.0
90812,2020.0,47143.0,G,PRES,Republican President Re-election,2369.0,11050.0,13419.0
90847,2004.0,47145.0,G,PRES,Republican President Re-election,8706.0,14467.0,23173.0
90848,2008.0,47145.0,G,PRES,Open Seat,7224.0,15658.0,22882.0
90849,2012.0,47145.0,G,PRES,Democratic President Re-election,6018.0,14724.0,20742.0
90850,2016.0,47145.0,G,PRES,Open Seat,4833.0,15863.0,20696.0
90851,2020.0,47145.0,G,PRES,Republican President Re-election,6043.0,19230.0,25273.0
90886,2004.0,47147.0,G,PRES,Republican President Re-election,9865.0,15331.0,25196.0
90887,2008.0,47147.0,G,PRES,Open Seat,9318.0,17903.0,27221.0
90888,2012.0,47147.0,G,PRES,Democratic President Re-election,8290.0,17643.0,25933.0
90889,2016.0,47147.0,G,PRES,Open Seat,6634.0,19393.0,26027.0
90890,2020.0,47147.0,G,PRES,Republican President Re-election,8692.0,24536.0,33228.0
90925,2004.0,47149.0,G,PRES,Republican President Re-election,31647.0,52200.0,83847.0
90926,2008.0,47149.0,G,PRES,Open Seat,40460.0,59892.0,100352.0
90927,2012.0,47149.0,G,PRES,Democratic President Re-election,36414.0,60846.0,97260.0
90928,2016.0,47149.0,G,PRES,Open Seat,36627.0,64428.0,101055.0
90929,2020.0,47149.0,G,PRES,Republican President Re-election,59341.0,81480.0,140821.0
90964,2004.0,47151.0,G,PRES,Republican President Re-election,3086.0,4509.0,7595.0
90965,2008.0,47151.0,G,PRES,Open Seat,1720.0,4931.0,6651.0
90966,2012.0,47151.0,G,PRES,Democratic President Re-election,1452.0,5117.0,6569.0
90967,2016.0,47151.0,G,PRES,Open Seat,934.0,6044.0,6978.0
90968,2020.0,47151.0,G,PRES,Republican President Re-election,986.0,8004.0,8990.0
91003,2004.0,47153.0,G,PRES,Republican President Re-election,1986.0,2951.0,4937.0
91004,2008.0,47153.0,G,PRES,Open Seat,1717.0,3610.0,5327.0
91005,2012.0,47153.0,G,PRES,Democratic President Re-election,1489.0,3541.0,5030.0
91006,2016.0,47153.0,G,PRES,Open Seat,1051.0,4434.0,5485.0
91007,2020.0,47153.0,G,PRES,Republican President Re-election,1298.0,5855.0,7153.0
91042,2004.0,47155.0,G,PRES,Republican President Re-election,8621.0,22143.0,30764.0
91043,2008.0,47155.0,G,PRES,Open Seat,8604.0,24922.0,33526.0
91044,2012.0,47155.0,G,PRES,Democratic President Re-election,7418.0,25984.0,33402.0
91045,2016.0,47155.0,G,PRES,Open Seat,6295.0,28611.0,34906.0
91046,2020.0,47155.0,G,PRES,Republican President Re-election,8721.0,33783.0,42504.0
91081,2004.0,47157.0,G,PRES,Republican President Re-election,216945.0,158137.0,375082.0
91082,2008.0,47157.0,G,PRES,Open Seat,256297.0,145458.0,401755.0
91083,2012.0,47157.0,G,PRES,Democratic President Re-election,232443.0,135649.0,368092.0
91084,2016.0,47157.0,G,PRES,Open Seat,208320.0,116096.0,324416.0
91085,2020.0,47157.0,G,PRES,Republican President Re-election,246105.0,129815.0,375920.0
91120,2004.0,47159.0,G,PRES,Republican President Re-election,4044.0,3739.0,7783.0
91121,2008.0,47159.0,G,PRES,Open Seat,2992.0,4563.0,7555.0
91122,2012.0,47159.0,G,PRES,Democratic President Re-election,2470.0,4495.0,6965.0
91123,2016.0,47159.0,G,PRES,Open Seat,1688.0,5485.0,7173.0
91124,2020.0,47159.0,G,PRES,Republican President Re-election,1802.0,7136.0,8938.0
91159,2004.0,47161.0,G,PRES,Republican President Re-election,2860.0,2675.0,5535.0
91160,2008.0,47161.0,G,PRES,Open Seat,2470.0,2956.0,5426.0
91161,2012.0,47161.0,G,PRES,Democratic President Re-election,2069.0,2963.0,5032.0
91162,2016.0,47161.0,G,PRES,Open Seat,1222.0,3864.0,5086.0
91163,2020.0,47161.0,G,PRES,Republican President Re-election,1232.0,4950.0,6182.0
91198,2004.0,47163.0,G,PRES,Republican President Re-election,19637.0,42555.0,62192.0
91199,2008.0,47163.0,G,PRES,Open Seat,18354.0,44808.0,63162.0
91200,2012.0,47163.0,G,PRES,Democratic President Re-election,15321.0,43562.0,58883.0
91201,2016.0,47163.0,G,PRES,Open Seat,12566.0,46919.0,59485.0
91202,2020.0,47163.0,G,PRES,Republican President Re-election,17272.0,55860.0,73132.0
91237,2004.0,47165.0,G,PRES,Republican President Re-election,21458.0,40181.0,61639.0
91238,2008.0,47165.0,G,PRES,Open Seat,21487.0,44949.0,66436.0
91239,2012.0,47165.0,G,PRES,Democratic President Re-election,18579.0,46003.0,64582.0
91240,2016.0,47165.0,G,PRES,Open Seat,18153.0,50105.0,68258.0
91241,2020.0,47165.0,G,PRES,Republican President Re-election,27680.0,63454.0,91134.0
91276,2004.0,47167.0,G,PRES,Republican President Re-election,7379.0,14178.0,21557.0
91277,2008.0,47167.0,G,PRES,Open Seat,7931.0,17165.0,25096.0
91278,2012.0,47167.0,G,PRES,Democratic President Re-election,7133.0,16672.0,23805.0
91279,2016.0,47167.0,G,PRES,Open Seat,5779.0,16893.0,22672.0
91280,2020.0,47167.0,G,PRES,Republican President Re-election,6837.0,20070.0,26907.0
91314,2004.0,47169.0,G,PRES,Republican President Re-election,1851.0,1314.0,3165.0
91315,2008.0,47169.0,G,PRES,Open Seat,1475.0,1688.0,3163.0
91316,2012.0,47169.0,G,PRES,Democratic President Re-election,1240.0,1612.0,2852.0
91317,2016.0,47169.0,G,PRES,Open Seat,943.0,2099.0,3042.0
91318,2020.0,47169.0,G,PRES,Republican President Re-election,1012.0,2936.0,3948.0
91349,2004.0,47171.0,G,PRES,Republican President Re-election,2374.0,5030.0,7404.0
91350,2008.0,47171.0,G,PRES,Open Seat,2107.0,5011.0,7118.0
91351,2012.0,47171.0,G,PRES,Democratic President Re-election,1913.0,5032.0,6945.0
91352,2016.0,47171.0,G,PRES,Open Seat,1260.0,5666.0,6926.0
91353,2020.0,47171.0,G,PRES,Republican President Re-election,1615.0,6599.0,8214.0
91388,2004.0,47173.0,G,PRES,Republican President Re-election,2524.0,4145.0,6669.0
91389,2008.0,47173.0,G,PRES,Open Seat,1829.0,4467.0,6296.0
91390,2012.0,47173.0,G,PRES,Democratic President Re-election,1478.0,4282.0,5760.0
91391,2016.0,47173.0,G,PRES,Open Seat,1010.0,5024.0,6034.0
91392,2020.0,47173.0,G,PRES,Republican President Re-election,1249.0,6803.0,8052.0
91427,2004.0,47175.0,G,PRES,Republican President Re-election,1209.0,1120.0,2329.0
91428,2008.0,47175.0,G,PRES,Open Seat,849.0,1294.0,2143.0
91429,2012.0,47175.0,G,PRES,Democratic President Re-election,875.0,1386.0,2261.0
91430,2016.0,47175.0,G,PRES,Open Seat,539.0,1820.0,2359.0
91431,2020.0,47175.0,G,PRES,Republican President Re-election,544.0,2342.0,2886.0
91466,2004.0,47177.0,G,PRES,Republican President Re-election,6808.0,7503.0,14311.0
91467,2008.0,47177.0,G,PRES,Open Seat,5515.0,8562.0,14077.0
91468,2012.0,47177.0,G,PRES,Democratic President Re-election,4752.0,8010.0,12762.0
91469,2016.0,47177.0,G,PRES,Open Seat,3535.0,9535.0,13070.0
91470,2020.0,47177.0,G,PRES,Republican President Re-election,3924.0,11850.0,15774.0
91505,2004.0,47179.0,G,PRES,Republican President Re-election,14944.0,29735.0,44679.0
91506,2008.0,47179.0,G,PRES,Open Seat,15941.0,32341.0,48282.0
91507,2012.0,47179.0,G,PRES,Democratic President Re-election,14325.0,32808.0,47133.0
91508,2016.0,47179.0,G,PRES,Open Seat,13003.0,34179.0,47182.0
91509,2020.0,47179.0,G,PRES,Republican President Re-election,18638.0,40444.0,59082.0
91544,2004.0,47181.0,G,PRES,Republican President Re-election,1951.0,3999.0,5950.0
91545,2008.0,47181.0,G,PRES,Open Seat,1355.0,4076.0,5431.0
91546,2012.0,47181.0,G,PRES,Democratic President Re-election,1163.0,4253.0,5416.0
91547,2016.0,47181.0,G,PRES,Open Seat,717.0,5035.0,5752.0
91548,2020.0,47181.0,G,PRES,Republican President Re-election,820.0,5795.0,6615.0
91583,2004.0,47183.0,G,PRES,Republican President Re-election,5588.0,7817.0,13405.0
91584,2008.0,47183.0,G,PRES,Open Seat,4596.0,8855.0,13451.0
91585,2012.0,47183.0,G,PRES,Democratic President Re-election,3548.0,8605.0,12153.0
91586,2016.0,47183.0,G,PRES,Open Seat,2770.0,9001.0,11771.0
91587,2020.0,47183.0,G,PRES,Republican President Re-election,3020.0,10396.0,13416.0
91622,2004.0,47185.0,G,PRES,Republican President Re-election,4147.0,5269.0,9416.0
91623,2008.0,47185.0,G,PRES,Open Seat,3372.0,6103.0,9475.0
91624,2012.0,47185.0,G,PRES,Democratic President Re-election,2795.0,6197.0,8992.0
91625,2016.0,47185.0,G,PRES,Open Seat,1842.0,7657.0,9499.0
91626,2020.0,47185.0,G,PRES,Republican President Re-election,2143.0,9606.0,11749.0
91661,2004.0,47187.0,G,PRES,Republican President Re-election,21732.0,57451.0,79183.0
91662,2008.0,47187.0,G,PRES,Open Seat,27886.0,64858.0,92744.0
91663,2012.0,47187.0,G,PRES,Democratic President Re-election,25142.0,69850.0,94992.0
91664,2016.0,47187.0,G,PRES,Open Seat,30992.0,68160.0,99152.0
91665,2020.0,47187.0,G,PRES,Republican President Re-election,50161.0,86469.0,136630.0
91700,2004.0,47189.0,G,PRES,Republican President Re-election,15277.0,28924.0,44201.0
91701,2008.0,47189.0,G,PRES,Open Seat,15886.0,34595.0,50481.0
91702,2012.0,47189.0,G,PRES,Democratic President Re-election,14695.0,36109.0,50804.0
91703,2016.0,47189.0,G,PRES,Open Seat,14356.0,39304.0,53660.0
91704,2020.0,47189.0,G,PRES,Republican President Re-election,22254.0,50296.0,72550.0
91738,2004.0,48001.0,G,PRES,Republican President Re-election,4678.0,11525.0,16203.0
91739,2008.0,48001.0,G,PRES,Open Seat,4630.0,11884.0,16514.0
91740,2012.0,48001.0,G,PRES,Democratic President Re-election,3813.0,12262.0,16075.0
91741,2016.0,48001.0,G,PRES,Open Seat,3369.0,13201.0,16570.0
91742,2020.0,48001.0,G,PRES,Republican President Re-election,3955.0,15110.0,19065.0
91766,2004.0,48003.0,G,PRES,Republican President Re-election,677.0,3837.0,4514.0
91767,2008.0,48003.0,G,PRES,Open Seat,790.0,3816.0,4606.0
91768,2012.0,48003.0,G,PRES,Democratic President Re-election,795.0,3639.0,4434.0
91769,2016.0,48003.0,G,PRES,Open Seat,836.0,3927.0,4763.0
91770,2020.0,48003.0,G,PRES,Republican President Re-election,850.0,4943.0,5793.0
91804,2004.0,48005.0,G,PRES,Republican President Re-election,9302.0,18932.0,28234.0
91805,2008.0,48005.0,G,PRES,Open Seat,9379.0,19569.0,28948.0
91806,2012.0,48005.0,G,PRES,Democratic President Re-election,7834.0,20303.0,28137.0
91807,2016.0,48005.0,G,PRES,Open Seat,7538.0,21668.0,29206.0
91808,2020.0,48005.0,G,PRES,Republican President Re-election,9143.0,25076.0,34219.0
91842,2004.0,48007.0,G,PRES,Republican President Re-election,2640.0,6569.0,9209.0
91843,2008.0,48007.0,G,PRES,Open Seat,3006.0,6693.0,9699.0
91844,2012.0,48007.0,G,PRES,Democratic President Re-election,2704.0,6830.0,9534.0
91845,2016.0,48007.0,G,PRES,Open Seat,2465.0,7740.0,10205.0
91846,2020.0,48007.0,G,PRES,Republican President Re-election,2916.0,9239.0,12155.0
91878,2004.0,48009.0,G,PRES,Republican President Re-election,878.0,3556.0,4434.0
91879,2008.0,48009.0,G,PRES,Open Seat,740.0,3595.0,4335.0
91880,2012.0,48009.0,G,PRES,Democratic President Re-election,525.0,3600.0,4125.0
91881,2016.0,48009.0,G,PRES,Open Seat,394.0,3786.0,4180.0
91882,2020.0,48009.0,G,PRES,Republican President Re-election,446.0,4300.0,4746.0
91911,2004.0,48011.0,G,PRES,Republican President Re-election,170.0,830.0,1000.0
91912,2008.0,48011.0,G,PRES,Open Seat,128.0,856.0,984.0
91913,2012.0,48011.0,G,PRES,Democratic President Re-election,98.0,828.0,926.0
91914,2016.0,48011.0,G,PRES,Open Seat,70.0,924.0,994.0
91915,2020.0,48011.0,G,PRES,Republican President Re-election,75.0,1035.0,1110.0
91949,2004.0,48013.0,G,PRES,Republican President Re-election,4421.0,7635.0,12056.0
91950,2008.0,48013.0,G,PRES,Open Seat,4415.0,5462.0,9877.0
91951,2012.0,48013.0,G,PRES,Democratic President Re-election,5133.0,7461.0,12594.0
91952,2016.0,48013.0,G,PRES,Open Seat,4651.0,8618.0,13269.0
91953,2020.0,48013.0,G,PRES,Republican President Re-election,5876.0,12039.0,17915.0
91987,2004.0,48015.0,G,PRES,Republican President Re-election,2582.0,8072.0,10654.0
91988,2008.0,48015.0,G,PRES,Open Seat,2821.0,8786.0,11607.0
91989,2012.0,48015.0,G,PRES,Democratic President Re-election,2252.0,9265.0,11517.0
91990,2016.0,48015.0,G,PRES,Open Seat,2320.0,9637.0,11957.0
91991,2020.0,48015.0,G,PRES,Republican President Re-election,2951.0,11447.0,14398.0
92012,2004.0,48017.0,G,PRES,Republican President Re-election,525.0,1882.0,2407.0
92013,2008.0,48017.0,G,PRES,Open Seat,682.0,1618.0,2300.0
92014,2012.0,48017.0,G,PRES,Democratic President Re-election,466.0,1339.0,1805.0
92015,2016.0,48017.0,G,PRES,Open Seat,397.0,1344.0,1741.0
92016,2020.0,48017.0,G,PRES,Republican President Re-election,409.0,1434.0,1843.0
92050,2004.0,48019.0,G,PRES,Republican President Re-election,1738.0,6933.0,8671.0
92051,2008.0,48019.0,G,PRES,Open Seat,2250.0,6935.0,9185.0
92052,2012.0,48019.0,G,PRES,Democratic President Re-election,1864.0,7426.0,9290.0
92053,2016.0,48019.0,G,PRES,Open Seat,1726.0,8163.0,9889.0
92054,2020.0,48019.0,G,PRES,Republican President Re-election,2505.0,10057.0,12562.0
92088,2004.0,48021.0,G,PRES,Republican President Re-election,9794.0,13290.0,23084.0
92089,2008.0,48021.0,G,PRES,Open Seat,11687.0,13817.0,25504.0
92090,2012.0,48021.0,G,PRES,Democratic President Re-election,9864.0,14033.0,23897.0
92091,2016.0,48021.0,G,PRES,Open Seat,10569.0,16328.0,26897.0
92092,2020.0,48021.0,G,PRES,Republican President Re-election,15474.0,20516.0,35990.0
92124,2004.0,48023.0,G,PRES,Republican President Re-election,467.0,1169.0,1636.0
92125,2008.0,48023.0,G,PRES,Open Seat,366.0,1262.0,1628.0
92126,2012.0,48023.0,G,PRES,Democratic President Re-election,267.0,1297.0,1564.0
92127,2016.0,48023.0,G,PRES,Open Seat,191.0,1267.0,1458.0
92128,2020.0,48023.0,G,PRES,Republican President Re-election,183.0,1494.0,1677.0
92162,2004.0,48025.0,G,PRES,Republican President Re-election,4045.0,5428.0,9473.0
92163,2008.0,48025.0,G,PRES,Open Seat,3645.0,4471.0,8116.0
92164,2012.0,48025.0,G,PRES,Democratic President Re-election,3452.0,4356.0,7808.0
92165,2016.0,48025.0,G,PRES,Open Seat,3444.0,4744.0,8188.0
92166,2020.0,48025.0,G,PRES,Republican President Re-election,3288.0,6006.0,9294.0
92200,2004.0,48027.0,G,PRES,Republican President Re-election,27165.0,52135.0,79300.0
92201,2008.0,48027.0,G,PRES,Open Seat,40413.0,49242.0,89655.0
92202,2012.0,48027.0,G,PRES,Democratic President Re-election,35512.0,49574.0,85086.0
92203,2016.0,48027.0,G,PRES,Open Seat,37801.0,51998.0,89799.0
92204,2020.0,48027.0,G,PRES,Republican President Re-election,57014.0,67893.0,124907.0
92238,2004.0,48029.0,G,PRES,Republican President Re-election,210976.0,260698.0,471674.0
92239,2008.0,48029.0,G,PRES,Open Seat,275527.0,246275.0,521802.0
92240,2012.0,48029.0,G,PRES,Democratic President Re-election,264856.0,241617.0,506473.0
92241,2016.0,48029.0,G,PRES,Open Seat,319550.0,240333.0,559883.0
92242,2020.0,48029.0,G,PRES,Republican President Re-election,448452.0,308618.0,757070.0
92276,2004.0,48031.0,G,PRES,Republican President Re-election,1267.0,3277.0,4544.0
92277,2008.0,48031.0,G,PRES,Open Seat,1467.0,3418.0,4885.0
92278,2012.0,48031.0,G,PRES,Democratic President Re-election,1220.0,3638.0,4858.0
92279,2016.0,48031.0,G,PRES,Open Seat,1244.0,4212.0,5456.0
92280,2020.0,48031.0,G,PRES,Republican President Re-election,1911.0,5443.0,7354.0
92309,2004.0,48033.0,G,PRES,Republican President Re-election,55.0,303.0,358.0
92310,2008.0,48033.0,G,PRES,Open Seat,40.0,316.0,356.0
92311,2012.0,48033.0,G,PRES,Democratic President Re-election,32.0,324.0,356.0
92312,2016.0,48033.0,G,PRES,Open Seat,31.0,330.0,361.0
92313,2020.0,48033.0,G,PRES,Republican President Re-election,16.0,397.0,413.0
92347,2004.0,48035.0,G,PRES,Republican President Re-election,1815.0,5737.0,7552.0
92348,2008.0,48035.0,G,PRES,Open Seat,1797.0,5762.0,7559.0
92349,2012.0,48035.0,G,PRES,Democratic President Re-election,1367.0,5885.0,7252.0
92350,2016.0,48035.0,G,PRES,Open Seat,1278.0,6339.0,7617.0
92351,2020.0,48035.0,G,PRES,Republican President Re-election,1561.0,7469.0,9030.0
92385,2004.0,48037.0,G,PRES,Republican President Re-election,11880.0,21791.0,33671.0
92386,2008.0,48037.0,G,PRES,Open Seat,10815.0,24162.0,34977.0
92387,2012.0,48037.0,G,PRES,Democratic President Re-election,10196.0,24869.0,35065.0
92388,2016.0,48037.0,G,PRES,Open Seat,8838.0,24924.0,33762.0
92389,2020.0,48037.0,G,PRES,Republican President Re-election,10747.0,27116.0,37863.0
92423,2004.0,48039.0,G,PRES,Republican President Re-election,28904.0,63662.0,92566.0
92424,2008.0,48039.0,G,PRES,Open Seat,36480.0,67515.0,103995.0
92425,2012.0,48039.0,G,PRES,Democratic President Re-election,34421.0,70862.0,105283.0
92426,2016.0,48039.0,G,PRES,Open Seat,43200.0,72791.0,115991.0
92427,2020.0,48039.0,G,PRES,Republican President Re-election,62228.0,90433.0,152661.0
92461,2004.0,48041.0,G,PRES,Republican President Re-election,16128.0,37594.0,53722.0
92462,2008.0,48041.0,G,PRES,Open Seat,20502.0,37465.0,57967.0
92463,2012.0,48041.0,G,PRES,Democratic President Re-election,17477.0,37209.0,54686.0
92464,2016.0,48041.0,G,PRES,Open Seat,23121.0,38738.0,61859.0
92465,2020.0,48041.0,G,PRES,Republican President Re-election,35349.0,47530.0,82879.0
92495,2004.0,48043.0,G,PRES,Republican President Re-election,1729.0,1980.0,3709.0
92496,2008.0,48043.0,G,PRES,Open Seat,1970.0,1855.0,3825.0
92497,2012.0,48043.0,G,PRES,Democratic President Re-election,1765.0,1976.0,3741.0
92498,2016.0,48043.0,G,PRES,Open Seat,1873.0,2077.0,3950.0
92499,2020.0,48043.0,G,PRES,Republican President Re-election,2258.0,2461.0,4719.0
92528,2004.0,48045.0,G,PRES,Republican President Re-election,191.0,620.0,811.0
92529,2008.0,48045.0,G,PRES,Open Seat,205.0,617.0,822.0
92530,2012.0,48045.0,G,PRES,Democratic President Re-election,117.0,578.0,695.0
92531,2016.0,48045.0,G,PRES,Open Seat,91.0,625.0,716.0
92532,2020.0,48045.0,G,PRES,Republican President Re-election,78.0,639.0,717.0
92556,2004.0,48047.0,G,PRES,Republican President Re-election,1823.0,845.0,2668.0
92557,2008.0,48047.0,G,PRES,Open Seat,1747.0,556.0,2303.0
92558,2012.0,48047.0,G,PRES,Democratic President Re-election,1886.0,507.0,2393.0
92559,2016.0,48047.0,G,PRES,Open Seat,1937.0,613.0,2550.0
92560,2020.0,48047.0,G,PRES,Republican President Re-election,1470.0,998.0,2468.0
92594,2004.0,48049.0,G,PRES,Republican President Re-election,2523.0,11640.0,14163.0
